Project,Date,Chin,agency_cd,site_no,Gage_Mean
Bonneville,2012-05-31,2149,USGS,14128600,75.76
Bonneville,2013-03-01,2,USGS,14128600,75.36
Bonneville,2013-03-02,1,USGS,14128600,75.54
Bonneville,2013-03-03,7,USGS,14128600,75.89
Bonneville,2013-03-04,-1,USGS,14128600,76.75
Bonneville,2013-03-05,1,USGS,14128600,75.7
Bonneville,2013-03-06,2,USGS,14128600,75.32
Bonneville,2013-03-07,1,USGS,14128600,75.34
Bonneville,2013-03-08,1,USGS,14128600,74.35
Bonneville,2013-03-09,3,USGS,14128600,74.57
Bonneville,2013-03-10,6,USGS,14128600,75.22
Bonneville,2013-03-11,2,USGS,14128600,74.55
Bonneville,2013-03-12,6,USGS,14128600,74.51
Bonneville,2013-03-13,3,USGS,14128600,74.86
Bonneville,2013-03-14,6,USGS,14128600,74.75
Bonneville,2013-03-15,22,USGS,14128600,74.4
Bonneville,2013-03-16,5,USGS,14128600,74.05
Bonneville,2013-03-17,7,USGS,14128600,73.84
Bonneville,2013-03-18,7,USGS,14128600,74.2
Bonneville,2013-03-19,8,USGS,14128600,75.47
Bonneville,2013-03-20,4,USGS,14128600,74.99
Bonneville,2013-03-21,12,USGS,14128600,74.97
Bonneville,2013-03-22,12,USGS,14128600,75.62
Bonneville,2013-03-23,8,USGS,14128600,75.59
Bonneville,2013-03-24,6,USGS,14128600,75.05
Bonneville,2013-03-25,5,USGS,14128600,74.97
Bonneville,2013-03-26,16,USGS,14128600,74.5
Bonneville,2013-03-27,10,USGS,14128600,74.65
Bonneville,2013-03-28,25,USGS,14128600,75.15
Bonneville,2013-03-29,22,USGS,14128600,74.98
Bonneville,2013-03-30,26,USGS,14128600,74.84
Bonneville,2013-03-31,45,USGS,14128600,74.12
Bonneville,2013-04-01,45,USGS,14128600,73.7
Bonneville,2013-04-02,71,USGS,14128600,73.52
Bonneville,2013-04-03,91,USGS,14128600,74.61
Bonneville,2013-04-04,70,USGS,14128600,75.11
Bonneville,2013-04-05,55,USGS,14128600,75.06
Bonneville,2013-04-06,40,USGS,14128600,75.88
Bonneville,2013-04-07,61,USGS,14128600,76.4
Bonneville,2013-04-08,145,USGS,14128600,76.48
Bonneville,2013-04-09,177,USGS,14128600,76.33
Bonneville,2013-04-10,153,USGS,14128600,76.05
Bonneville,2013-04-11,120,USGS,14128600,75.79
Bonneville,2013-04-12,173,USGS,14128600,76.67
Bonneville,2013-04-13,105,USGS,14128600,75.45
Bonneville,2013-04-14,80,USGS,14128600,75.48
Bonneville,2013-04-15,107,USGS,14128600,76.35
Bonneville,2013-04-16,124,USGS,14128600,76.24
Bonneville,2013-04-17,91,USGS,14128600,75.78
Bonneville,2013-04-18,262,USGS,14128600,75.42
Bonneville,2013-04-19,355,USGS,14128600,75.26
Bonneville,2013-04-20,509,USGS,14128600,75.49
Bonneville,2013-04-21,454,USGS,14128600,75.67
Bonneville,2013-04-22,836,USGS,14128600,75.84
Bonneville,2013-04-23,1027,USGS,14128600,75.2
Bonneville,2013-04-24,2227,USGS,14128600,74.84
Bonneville,2013-04-25,2541,USGS,14128600,75.19
Bonneville,2013-04-26,5346,USGS,14128600,75.9
Bonneville,2013-04-27,4551,USGS,14128600,76.03
Bonneville,2013-04-28,4181,USGS,14128600,76.56
Bonneville,2013-04-29,2461,USGS,14128600,75.89
Bonneville,2013-04-30,2350,USGS,14128600,76.0
Bonneville,2013-05-01,2123,USGS,14128600,75.84
Bonneville,2013-05-02,4663,USGS,14128600,75.43
Bonneville,2013-05-03,7311,USGS,14128600,75.43
Bonneville,2013-05-04,1834,USGS,14128600,75.71
Bonneville,2013-05-05,4202,USGS,14128600,75.36
Bonneville,2013-05-06,3915,USGS,14128600,75.15
Bonneville,2013-05-07,2901,USGS,14128600,74.71
Bonneville,2013-05-08,2104,USGS,14128600,74.19
Bonneville,2013-05-09,2226,USGS,14128600,74.46
Bonneville,2013-05-10,1417,USGS,14128600,75.5
Bonneville,2013-05-11,1582,USGS,14128600,76.78
Bonneville,2013-05-12,957,USGS,14128600,77.17
Bonneville,2013-05-13,1018,USGS,14128600,76.7
Bonneville,2013-05-14,1367,USGS,14128600,76.59
Bonneville,2013-05-15,1308,USGS,14128600,76.64
Bonneville,2013-05-16,999,USGS,14128600,76.44
Bonneville,2013-05-17,1280,USGS,14128600,76.19
Bonneville,2013-05-18,1270,USGS,14128600,76.65
Bonneville,2013-05-19,1102,USGS,14128600,76.61
Bonneville,2013-05-20,1105,USGS,14128600,76.36
Bonneville,2013-05-21,955,USGS,14128600,76.19
Bonneville,2013-05-22,908,USGS,14128600,75.97
Bonneville,2013-05-23,782,USGS,14128600,76.48
Bonneville,2013-05-24,1013,USGS,14128600,75.98
Bonneville,2013-05-25,822,USGS,14128600,76.06
Bonneville,2013-05-26,869,USGS,14128600,76.15
Bonneville,2013-05-27,915,USGS,14128600,76.23
Bonneville,2013-05-28,807,USGS,14128600,75.81
Bonneville,2013-05-29,787,USGS,14128600,75.66
Bonneville,2013-05-30,837,USGS,14128600,75.81
Bonneville,2013-05-31,872,USGS,14128600,75.62
Bonneville,2014-03-01,0,USGS,14128600,75.37
Bonneville,2014-03-02,0,USGS,14128600,75.1
Bonneville,2014-03-03,0,USGS,14128600,75.39
Bonneville,2014-03-04,0,USGS,14128600,75.33
Bonneville,2014-03-05,0,USGS,14128600,75.09
Bonneville,2014-03-06,0,USGS,14128600,76.02
Bonneville,2014-03-07,0,USGS,14128600,76.16
Bonneville,2014-03-08,1,USGS,14128600,76.22
Bonneville,2014-03-09,0,USGS,14128600,75.62
Bonneville,2014-03-10,0,USGS,14128600,75.37
Bonneville,2014-03-11,0,USGS,14128600,75.47
Bonneville,2014-03-12,0,USGS,14128600,75.72
Bonneville,2014-03-13,0,USGS,14128600,75.07
Bonneville,2014-03-14,0,USGS,14128600,74.47
Bonneville,2014-03-15,1,USGS,14128600,75.07
Bonneville,2014-03-16,2,USGS,14128600,74.86
Bonneville,2014-03-17,2,USGS,14128600,74.53
Bonneville,2014-03-18,0,USGS,14128600,74.97
Bonneville,2014-03-19,5,USGS,14128600,74.72
Bonneville,2014-03-20,3,USGS,14128600,74.49
Bonneville,2014-03-21,8,USGS,14128600,75.72
Bonneville,2014-03-22,11,USGS,14128600,76.13
Bonneville,2014-03-23,20,USGS,14128600,75.62
Bonneville,2014-03-24,27,USGS,14128600,74.95
Bonneville,2014-03-25,43,USGS,14128600,74.49
Bonneville,2014-03-26,47,USGS,14128600,75.38
Bonneville,2014-03-27,85,USGS,14128600,75.67
Bonneville,2014-03-28,89,USGS,14128600,75.59
Bonneville,2014-03-29,65,USGS,14128600,75.25
Bonneville,2014-03-30,30,USGS,14128600,75.16
Bonneville,2014-03-31,92,USGS,14128600,76.06
Bonneville,2014-04-01,19,USGS,14128600,75.44
Bonneville,2014-04-02,66,USGS,14128600,75.93
Bonneville,2014-04-03,157,USGS,14128600,75.08
Bonneville,2014-04-04,141,USGS,14128600,75.23
Bonneville,2014-04-05,157,USGS,14128600,75.17
Bonneville,2014-04-06,212,USGS,14128600,75.4
Bonneville,2014-04-07,187,USGS,14128600,74.92
Bonneville,2014-04-08,243,USGS,14128600,75.32
Bonneville,2014-04-09,346,USGS,14128600,75.92
Bonneville,2014-04-10,413,USGS,14128600,76.12
Bonneville,2014-04-11,445,USGS,14128600,76.23
Bonneville,2014-04-12,787,USGS,14128600,76.06
Bonneville,2014-04-13,895,USGS,14128600,75.69
Bonneville,2014-04-14,1368,USGS,14128600,75.46
Bonneville,2014-04-15,1756,USGS,14128600,75.69
Bonneville,2014-04-16,1509,USGS,14128600,75.99
Bonneville,2014-04-17,1384,USGS,14128600,75.2
Bonneville,2014-04-18,2256,USGS,14128600,75.43
Bonneville,2014-04-19,1350,USGS,14128600,75.78
Bonneville,2014-04-20,2264,USGS,14128600,75.97
Bonneville,2014-04-21,2866,USGS,14128600,75.58
Bonneville,2014-04-22,3701,USGS,14128600,75.49
Bonneville,2014-04-23,2512,USGS,14128600,76.25
Bonneville,2014-04-24,4057,USGS,14128600,76.02
Bonneville,2014-04-25,4355,USGS,14128600,76.29
Bonneville,2014-04-26,7176,USGS,14128600,77.27
Bonneville,2014-04-27,3906,USGS,14128600,76.71
Bonneville,2014-04-28,7709,USGS,14128600,75.65
Bonneville,2014-04-29,8481,USGS,14128600,75.94
Bonneville,2014-04-30,17409,USGS,14128600,76.35
Bonneville,2014-05-01,14011,USGS,14128600,75.59
Bonneville,2014-05-02,9846,USGS,14128600,74.88
Bonneville,2014-05-03,4520,USGS,14128600,75.53
Bonneville,2014-05-04,5775,USGS,14128600,75.57
Bonneville,2014-05-05,6944,USGS,14128600,76.06
Bonneville,2014-05-06,5201,USGS,14128600,76.82
Bonneville,2014-05-07,5309,USGS,14128600,77.13
Bonneville,2014-05-08,4259,USGS,14128600,77.16
Bonneville,2014-05-09,4537,USGS,14128600,76.42
Bonneville,2014-05-10,3042,USGS,14128600,76.16
Bonneville,2014-05-11,3866,USGS,14128600,76.39
Bonneville,2014-05-12,3563,USGS,14128600,76.91
Bonneville,2014-05-13,2104,USGS,14128600,76.28
Bonneville,2014-05-14,1995,USGS,14128600,75.25
Bonneville,2014-05-15,1923,USGS,14128600,74.46
Bonneville,2014-05-16,2639,USGS,14128600,75.02
Bonneville,2014-05-17,2757,USGS,14128600,76.29
Bonneville,2014-05-18,1969,USGS,14128600,76.55
Bonneville,2014-05-19,2064,USGS,14128600,77.2
Bonneville,2014-05-20,2273,USGS,14128600,77.09
Bonneville,2014-05-21,1827,USGS,14128600,76.71
Bonneville,2014-05-22,1675,USGS,14128600,76.45
Bonneville,2014-05-23,2093,USGS,14128600,76.54
Bonneville,2014-05-24,1955,USGS,14128600,77.2
Bonneville,2014-05-25,2069,USGS,14128600,76.61
Bonneville,2014-05-26,1929,USGS,14128600,76.16
Bonneville,2014-05-27,2001,USGS,14128600,76.63
Bonneville,2014-05-28,1895,USGS,14128600,76.88
Bonneville,2014-05-29,1691,USGS,14128600,77.03
Bonneville,2014-05-30,1652,USGS,14128600,76.85
Bonneville,2014-05-31,2037,USGS,14128600,76.69
Bonneville,2015-03-01,3,USGS,14128600,74.42
Bonneville,2015-03-02,10,USGS,14128600,73.81
Bonneville,2015-03-03,19,USGS,14128600,74.26
Bonneville,2015-03-04,10,USGS,14128600,74.59
Bonneville,2015-03-05,14,USGS,14128600,74.9
Bonneville,2015-03-06,9,USGS,14128600,75.99
Bonneville,2015-03-07,11,USGS,14128600,75.8
Bonneville,2015-03-08,5,USGS,14128600,74.68
Bonneville,2015-03-09,13,USGS,14128600,74.45
Bonneville,2015-03-10,35,USGS,14128600,74.66
Bonneville,2015-03-11,32,USGS,14128600,75.95
Bonneville,2015-03-12,33,USGS,14128600,75.55
Bonneville,2015-03-13,13,USGS,14128600,74.64
Bonneville,2015-03-14,14,USGS,14128600,74.56
Bonneville,2015-03-15,17,USGS,14128600,74.97
Bonneville,2015-03-16,38,USGS,14128600,75.13
Bonneville,2015-03-17,8,USGS,14128600,75.19
Bonneville,2015-03-18,36,USGS,14128600,74.87
Bonneville,2015-03-19,37,USGS,14128600,75.91
Bonneville,2015-03-20,48,USGS,14128600,75.57
Bonneville,2015-03-21,58,USGS,14128600,75.29
Bonneville,2015-03-22,30,USGS,14128600,75.88
Bonneville,2015-03-23,34,USGS,14128600,75.64
Bonneville,2015-03-24,56,USGS,14128600,75.01
Bonneville,2015-03-25,50,USGS,14128600,76.51
Bonneville,2015-03-26,73,USGS,14128600,76.93
Bonneville,2015-03-27,100,USGS,14128600,76.16
Bonneville,2015-03-28,185,USGS,14128600,75.32
Bonneville,2015-03-29,259,USGS,14128600,75.97
Bonneville,2015-03-30,155,USGS,14128600,75.53
Bonneville,2015-03-31,270,USGS,14128600,76.02
Bonneville,2015-04-01,270,USGS,14128600,74.85
Bonneville,2015-04-02,291,USGS,14128600,74.88
Bonneville,2015-04-03,265,USGS,14128600,76.55
Bonneville,2015-04-04,178,USGS,14128600,77.08
Bonneville,2015-04-05,165,USGS,14128600,76.72
Bonneville,2015-04-06,112,USGS,14128600,75.99
Bonneville,2015-04-07,387,USGS,14128600,75.95
Bonneville,2015-04-08,523,USGS,14128600,75.93
Bonneville,2015-04-09,836,USGS,14128600,75.73
Bonneville,2015-04-10,1238,USGS,14128600,75.87
Bonneville,2015-04-11,1269,USGS,14128600,74.75
Bonneville,2015-04-12,2028,USGS,14128600,75.28
Bonneville,2015-04-13,796,USGS,14128600,76.34
Bonneville,2015-04-14,587,USGS,14128600,75.89
Bonneville,2015-04-15,2972,USGS,14128600,75.74
Bonneville,2015-04-16,2952,USGS,14128600,75.8
Bonneville,2015-04-17,5417,USGS,14128600,75.37
Bonneville,2015-04-18,7926,USGS,14128600,75.99
Bonneville,2015-04-19,11327,USGS,14128600,75.68
Bonneville,2015-04-20,13190,USGS,14128600,74.85
Bonneville,2015-04-21,5987,USGS,14128600,73.18
Bonneville,2015-04-22,7976,USGS,14128600,72.97
Bonneville,2015-04-23,4565,USGS,14128600,73.64
Bonneville,2015-04-24,4462,USGS,14128600,74.96
Bonneville,2015-04-25,4581,USGS,14128600,75.96
Bonneville,2015-04-26,5401,USGS,14128600,76.04
Bonneville,2015-04-27,9733,USGS,14128600,76.27
Bonneville,2015-04-28,17045,USGS,14128600,75.57
Bonneville,2015-04-29,11303,USGS,14128600,75.7
Bonneville,2015-04-30,13676,USGS,14128600,74.96
Bonneville,2015-05-01,6140,USGS,14128600,75.01
Bonneville,2015-05-02,2940,USGS,14128600,75.66
Bonneville,2015-05-03,2613,USGS,14128600,75.26
Bonneville,2015-05-04,3198,USGS,14128600,74.7
Bonneville,2015-05-05,3199,USGS,14128600,73.53
Bonneville,2015-05-06,3013,USGS,14128600,73.2
Bonneville,2015-05-07,2694,USGS,14128600,73.48
Bonneville,2015-05-08,3065,USGS,14128600,74.02
Bonneville,2015-05-09,3468,USGS,14128600,73.9
Bonneville,2015-05-10,3792,USGS,14128600,74.08
Bonneville,2015-05-11,2743,USGS,14128600,74.09
Bonneville,2015-05-12,2196,USGS,14128600,73.7
Bonneville,2015-05-13,1597,USGS,14128600,73.38
Bonneville,2015-05-14,2181,USGS,14128600,73.47
Bonneville,2015-05-15,1392,USGS,14128600,73.6
Bonneville,2015-05-16,1865,USGS,14128600,74.06
Bonneville,2015-05-17,2122,USGS,14128600,74.48
Bonneville,2015-05-18,2168,USGS,14128600,73.89
Bonneville,2015-05-19,2316,USGS,14128600,73.47
Bonneville,2015-05-20,2209,USGS,14128600,73.49
Bonneville,2015-05-21,2527,USGS,14128600,73.35
Bonneville,2015-05-22,1615,USGS,14128600,73.49
Bonneville,2015-05-23,1450,USGS,14128600,73.9
Bonneville,2015-05-24,1575,USGS,14128600,74.47
Bonneville,2015-05-25,2148,USGS,14128600,74.62
Bonneville,2015-05-26,3077,USGS,14128600,74.29
Bonneville,2015-05-27,3079,USGS,14128600,74.7
Bonneville,2015-05-28,2295,USGS,14128600,74.39
Bonneville,2015-05-29,2584,USGS,14128600,74.24
Bonneville,2015-05-30,3131,USGS,14128600,74.59
Bonneville,2015-05-31,2946,USGS,14128600,76.27
Bonneville,2016-03-01,0,USGS,14128600,74.77
Bonneville,2016-03-02,2,USGS,14128600,74.5
Bonneville,2016-03-03,1,USGS,14128600,74.88
Bonneville,2016-03-04,4,USGS,14128600,75.96
Bonneville,2016-03-05,3,USGS,14128600,74.89
Bonneville,2016-03-06,1,USGS,14128600,75.39
Bonneville,2016-03-07,5,USGS,14128600,74.94
Bonneville,2016-03-08,2,USGS,14128600,74.21
Bonneville,2016-03-09,2,USGS,14128600,74.93
Bonneville,2016-03-10,2,USGS,14128600,75.35
Bonneville,2016-03-11,2,USGS,14128600,75.36
Bonneville,2016-03-12,2,USGS,14128600,74.91
Bonneville,2016-03-13,1,USGS,14128600,74.85
Bonneville,2016-03-14,1,USGS,14128600,75.21
Bonneville,2016-03-15,1,USGS,14128600,76.6
Bonneville,2016-03-16,8,USGS,14128600,75.43
Bonneville,2016-03-17,6,USGS,14128600,74.25
Bonneville,2016-03-18,1,USGS,14128600,74.59
Bonneville,2016-03-19,5,USGS,14128600,74.48
Bonneville,2016-03-20,7,USGS,14128600,74.54
Bonneville,2016-03-21,4,USGS,14128600,74.99
Bonneville,2016-03-22,2,USGS,14128600,74.93
Bonneville,2016-03-23,4,USGS,14128600,74.94
Bonneville,2016-03-24,6,USGS,14128600,74.89
Bonneville,2016-03-25,12,USGS,14128600,75.69
Bonneville,2016-03-26,13,USGS,14128600,75.24
Bonneville,2016-03-27,12,USGS,14128600,74.86
Bonneville,2016-03-28,27,USGS,14128600,74.85
Bonneville,2016-03-29,19,USGS,14128600,74.58
Bonneville,2016-03-30,24,USGS,14128600,74.56
Bonneville,2016-03-31,47,USGS,14128600,74.84
Bonneville,2016-04-01,54,USGS,14128600,74.94
Bonneville,2016-04-02,75,USGS,14128600,74.56
Bonneville,2016-04-03,90,USGS,14128600,75.01
Bonneville,2016-04-04,96,USGS,14128600,75.24
Bonneville,2016-04-05,154,USGS,14128600,75.32
Bonneville,2016-04-06,118,USGS,14128600,75.94
Bonneville,2016-04-07,100,USGS,14128600,76.12
Bonneville,2016-04-08,253,USGS,14128600,76.51
Bonneville,2016-04-09,285,USGS,14128600,75.15
Bonneville,2016-04-10,251,USGS,14128600,75.11
Bonneville,2016-04-11,469,USGS,14128600,74.26
Bonneville,2016-04-12,333,USGS,14128600,74.56
Bonneville,2016-04-13,495,USGS,14128600,74.75
Bonneville,2016-04-14,447,USGS,14128600,75.22
Bonneville,2016-04-15,466,USGS,14128600,76.77
Bonneville,2016-04-16,373,USGS,14128600,77.4
Bonneville,2016-04-17,279,USGS,14128600,76.85
Bonneville,2016-04-18,588,USGS,14128600,76.72
Bonneville,2016-04-19,550,USGS,14128600,76.68
Bonneville,2016-04-20,784,USGS,14128600,76.33
Bonneville,2016-04-21,2704,USGS,14128600,76.21
Bonneville,2016-04-22,3236,USGS,14128600,77.29
Bonneville,2016-04-23,1510,USGS,14128600,77.33
Bonneville,2016-04-24,1030,USGS,14128600,76.51
Bonneville,2016-04-25,1157,USGS,14128600,76.37
Bonneville,2016-04-26,849,USGS,14128600,76.13
Bonneville,2016-04-27,1050,USGS,14128600,75.7
Bonneville,2016-04-28,3084,USGS,14128600,76.25
Bonneville,2016-04-29,6695,USGS,14128600,77.0
Bonneville,2016-04-30,6728,USGS,14128600,76.96
Bonneville,2016-05-01,10155,USGS,14128600,75.83
Bonneville,2016-05-02,13907,USGS,14128600,75.68
Bonneville,2016-05-03,10860,USGS,14128600,75.24
Bonneville,2016-05-04,7461,USGS,14128600,75.68
Bonneville,2016-05-05,4079,USGS,14128600,76.05
Bonneville,2016-05-06,4250,USGS,14128600,76.18
Bonneville,2016-05-07,4456,USGS,14128600,75.96
Bonneville,2016-05-08,4058,USGS,14128600,76.09
Bonneville,2016-05-09,1793,USGS,14128600,76.13
Bonneville,2016-05-10,1452,USGS,14128600,76.96
Bonneville,2016-05-11,2482,USGS,14128600,76.04
Bonneville,2016-05-12,3409,USGS,14128600,75.38
Bonneville,2016-05-13,2644,USGS,14128600,76.07
Bonneville,2016-05-14,2068,USGS,14128600,75.59
Bonneville,2016-05-15,2036,USGS,14128600,76.01
Bonneville,2016-05-16,1855,USGS,14128600,76.31
Bonneville,2016-05-17,3166,USGS,14128600,76.18
Bonneville,2016-05-18,2963,USGS,14128600,75.76
Bonneville,2016-05-19,2295,USGS,14128600,75.75
Bonneville,2016-05-20,2265,USGS,14128600,76.2
Bonneville,2016-05-21,1148,USGS,14128600,75.56
Bonneville,2016-05-22,1239,USGS,14128600,74.59
Bonneville,2016-05-23,1344,USGS,14128600,74.95
Bonneville,2016-05-24,1506,USGS,14128600,75.44
Bonneville,2016-05-25,1518,USGS,14128600,75.24
Bonneville,2016-05-26,1606,USGS,14128600,74.9
Bonneville,2016-05-27,1529,USGS,14128600,75.72
Bonneville,2016-05-28,1146,USGS,14128600,75.23
